"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"DT.DIS.DLXF.CD","Desembolsos de la deuda externa, a largo plazo (desembolsos [DES], US$ a precios actuales)","Los desembolsos de la deuda a largo plazo son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.DPNG.CD","Desembolsos de la deuda externa, privada no garantizada (PNG) (DES, US$ a precios actuales)","La deuda externa privada no garantizada es una obligación externa de un deudor privado, cuyo reembolso no está garantizado por una entidad pública. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.DPPG.CD","Desembolsos de la deuda externa, pública y con garantía pública (PGP) (DES, US$ a precios actuales)","Las deudas a largo plazo pública y con garantía pública se suman. La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.IDAG.CD","Donaciones de la AIF (US$ a precios actuales)","Las donaciones de la AIF son desembolsos netos de donaciones de la Asociación Internacional de Fomento (AIF). Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.MIBR.CD","PGP, BIRF (DES, US$ a precios actuales)","La deuda pública y con garantía pública pendiente de pago del Banco Internacional de Reconstrucción y Fomento (BIRF) no goza de condiciones concesionarias. La deuda en condiciones no concesionarias no incluye los préstamos con un elemento de donación original del 25% o más. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.MIDA.CD","PGP, AIF (DES, US$ a precios actuales)","La deuda pública y con garantía pública pendiente de pago de la Asociación Internacional de Fomento (AIF) goza de condiciones concesionarias. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.MLAT.CD","PGP, multilateral (DES, US$ a precios actuales)","Los préstamos multilaterales públicos y con garantía pública incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.MLTC.CD","PGP, multilateral en condiciones concesionarias (DES, US$ a precios actuales)","Los préstamos multilaterales públicos y con garantía pública incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.OFFT.CD","PGP, acreedores oficiales (DES, US$ a precios actuales)","La deuda pública y con garantía pública de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.PBND.CD","PGP, bonos (DES, US$ a precios actuales)","Deuda pública y con garantía pública procedente de bonos emitidos públicamente o colocados en forma privada. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.PCBK.CD","PGP, bancos comerciales (DES, US$ a precios actuales)","Préstamos comerciales públicos y con garantía pública de bancos privados y otras instituciones financieras privadas. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.PNGB.CD","PNG, bonos (DES, US$ a precios actuales)","Deuda a largo plazo no garantizada de bonos que se colocan en forma privada. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.PNGC.CD","PNG, bancos comerciales y otros acreedores (DES, US$ a precios actuales)","Préstamos comerciales a largo plazo no garantizados de bancos privados y otras instituciones financieras privadas. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.PROP.CD","PGP, otros acreedores privados (DES, US$ a precios actuales)","Otros créditos privados públicos o con garantía pública de fabricantes, exportadores y otros proveedores de bienes, y créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DIS.PRVT.CD","PGP, acreedores privados (DES, US$ a precios actuales)","La deuda pública y con garantía pública de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Los desembolsos son los giros correspondientes a los compromisos de un préstamo que realiza el prestatario durante el año especificado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.ALLC.CD","Volumen de deuda externa, condiciones concesionarias (deuda pendiente y desembolsada [DPD], US$ a precios actuales)","La deuda externa en condiciones concesionarias proporciona información sobre la recepción, por parte del prestatario, de ayuda de prestamistas oficiales en condiciones concesionarias, tal como las define el Comité de Asistencia para el Desarrollo (CAD) de la Organización para la Cooperación y el Desarrollo Económicos (OCDE). La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Los préstamos de los principales bancos regionales de desarrollo (Banco Africano de Desarrollo, Banco Asiático de Desarrollo y Banco Interamericano de Desarrollo) y del Banco Mundial se consideran concesionarios según la clasificación de cada institución y no según la definición del CAD, como sucedía en informes anteriores. La deuda a largo plazo pendiente y desembolsada es el total de la deuda a largo plazo pendiente al final del año. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que se adeuda a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.ALLC.ZS","Deuda en condiciones concesionarias (% del total de la deuda externa)","Relación entre deuda en condiciones concesionarias y volumen total de la deuda externa La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.BLAT.CD","PGP, bilateral (DPD, US$ a precios actuales)","La deuda bilateral pública y con garantía pública incluye los préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), los préstamos de órganos autónomos y los préstamos directos de organismos oficiales de crédito para la exportación. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.BLTC.CD","PGP, bilateral  en condiciones concesionarias (DPD, US$ a precios actuales)","La deuda bilateral pública y con garantía pública incluye los préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), los préstamos de órganos autónomos y los préstamos directos de organismos oficiales de crédito para la exportación. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DECT.CD","Deuda externa acumulada, total (DOD, US$ a precios actuales) ","La deuda externa total es el monto adeudado a los no residentes, que se reembolsa en divisas, bienes o servicios. La deuda externa total es la suma de la deuda a largo plazo pública, con garantía pública, y privada no garantizada, el uso del crédito del FMI y la deuda a corto plazo. La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DECT.CD.CG","Variación total en el volumen de deuda externa (US$ a precios actuales)","La variación total del volumen de deuda muestra la fluctuación del saldo de la deuda entre dos años consecutivos. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DECT.EX.ZS","Volumen de deuda externa (% de exportaciones de bienes, servicios e ingresos primario)","Relación entre volumen total de deuda externa y exportaciones de bienes, servicios e ingresos.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DECT.GN.ZS","Deuda externa acumulada (% del INB)","Relación entre volumen total de deuda externa e ingreso nacional bruto. La deuda externa total es el monto adeudado a los no residentes, que se reembolsa en divisas, bienes o servicios. La deuda externa total es la suma de la deuda a largo plazo pública, con garantía pública, y privada no garantizada, el uso del crédito del FMI y la deuda a corto plazo. La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. El INB (anteriormente, PNB) es la suma del valor agregado por todos los productores residentes más todos los impuestos a los productos (menos los subsidios) no incluidos en la valuación del producto más las entradas netas de ingreso primario (remuneración de empleados e ingreso por propiedad) del exterior.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DIMF.CD","Uso de créditos del FMI (DOD, US$ a precios actuales)","El uso del crédito del FMI comprende los giros que efectúa un país miembro sobre el FMI con excepción de los que efectúa sobre su posición en el tramo de reserva. El uso de créditos del FMI incluye la adquisición y giros con el Servicio de Crédito Ampliado, el Servicio de Crédito de Reserva, el Servicio de Crédito Rápido, Acuerdos de derecho de giro, Línea de crédito flexible y el Servicio Ampliado del Fondo. Los instrumentos crediticios del FMI han cambiado con el tiempo a fin de abordar las circunstancias específicas de sus miembros. Nota: Los datos relacionados con operaciones del FMI provienen del Departamento del Tesoro del FMI y se hizo la conversión de derechos especiales de giro a dólares usando tipos de cambio al final del período para existencias y promedio de tipos de cambio en el período para la conversión de flujos. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DLXF.CD","Deuda externa acumulada, a largo plazo (deuda desembolsada y pendiente :DOD, US$ a precios actuales) ","La deuda a largo plazo es deuda con un vencimiento original o extendido de más de un año. Consta  tres componentes: la deuda pública,  la deuda pública con garantía pública y la deuda privada no garantizada. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DPNG.CD","Deuda externa acumulada, privada sin garantía (PNG) (DOD, US$ a precios actuales) ","La deuda externa privada no garantizada comprende las obligaciones externas a largo plazo de deudores privados cuyo reembolso no está garantizado por una entidad pública. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DPPG.CD","Deuda externa acumulada, pública y con garantía pública (PPG)  (DOD, US$ a precios actuales) ","La deuda pública y con garantía pública comprende las obligaciones externas a largo plazo de deudores públicos, incluidos el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos, así como también las obligaciones externas de deudores privados cuyo reembolso está garantizado por una entidad pública. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DSTC.CD","Deuda externa acumulada, a corto plazo (DOD, US$ a precios actuales) ","La deuda externa a corto plazo se define como deuda con un vencimiento original de un año o menos. Los datos disponibles no permiten distinguir entre deuda a corto plazo pública y privada no garantizada. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DSTC.IR.ZS","Deuda a corto plazo (% del total de reservas)","La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. El total de reservas incluye oro.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DSTC.XP.ZS","Deuda a corto plazo (% de las exportaciones de bienes, servicios e ingresos primario)","La deuda externa a corto plazo se define como deuda con un vencimiento original de un año o menos. Los datos disponibles no permiten distinguir entre deuda a corto plazo pública y privada no garantizada.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DSTC.ZS","Deuda a corto plazo (% del total de la deuda externa)","La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. La deuda externa total es el monto adeudado a los no residentes, que se reembolsa en divisas, bienes o servicios. La deuda externa total es la suma de la deuda a largo plazo pública, con garantía pública, y privada no garantizada, el uso del crédito del FMI y la deuda a corto plazo.  ","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.MDRI.CD","Donaciones para condonación de deuda (US$ a precios actuales)","Los datos sobre las donaciones para la condonación de deuda abarcan tanto la deuda cancelada mediante acuerdos entre el deudor y el acreedor, como la reducción del valor neto actualizado de la deuda que no constituye asistencia oficial para el desarrollo obtenida a partir de la reprogramación o el refinanciamiento en condiciones concesionarias. Los datos se expresan sobre la base de los desembolsos y abarcan los flujos de todos los donantes bilaterales y multilaterales. Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización para la Cooperación y el Desarrollo Económicos.",
"DT.DOD.MIBR.CD","PGP, BIRF (DPD, US$ a precios actuales)","La deuda pública y con garantía pública pendiente de pago del Banco Internacional de Reconstrucción y Fomento (BIRF) no goza de condiciones concesionarias. La deuda en condiciones no concesionarias no incluye los préstamos con un elemento de donación original del 25% o más. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.MIDA.CD","PGP, AIF (DPD, US$ a precios actuales)","La deuda pública y con garantía pública pendiente de pago de la Asociación Internacional de Fomento (AIF) goza de condiciones concesionarias. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.MLAT.CD","PGP, multilateral (DPD, US$ a precios actuales)","Los préstamos multilaterales públicos y con garantía pública incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.MLAT.ZS","Deuda multilateral (% del total de la deuda externa)","Relación entre deuda multilateral y volumen total de deuda externa.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.MLTC.CD","PGP, multilateral en condiciones concesionarias (DPD, US$ a precios actuales)","Los préstamos multilaterales públicos y con garantía pública incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. La deuda en condiciones concesionarias se define como préstamos con un elemento de donación original del 25% o más. El elemento de donación de un préstamo es el equivalente de donación expresado como porcentaje del monto comprometido. Se utiliza para medir el costo total del endeudamiento. El equivalente de donación de un préstamo es su valor (actualizado) de compromiso menos el valor actualizado descontado de su servicio de la deuda contractual; por lo general, los pagos futuros del servicio de la deuda se descuentan al 10%. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.MWBG.CD","Préstamos del BIRF y créditos de la AIF (DOD, US$ a precios actuales)","Los préstamos del BIRF y los créditos de la AIF son deuda pública y con garantía pública del Grupo del Banco Mundial. El Banco Internacional de Reconstrucción y Fomento (BIRF) otorga préstamos a tasas de mercado. Los créditos de la Asociación Internacional de Fomento (AIF) se otorgan a tasas concesionarias. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.OFFT.CD","PGP, acreedores oficiales (DPD, US$ a precios actuales)","La deuda pública y con garantía pública de acreedores oficiales incluye los préstamos de organizaciones internacionales (préstamos multilaterales) y los préstamos de los Gobiernos (préstamos bilaterales). Los préstamos de organizaciones internacionales incluyen los préstamos y créditos del Banco Mundial, los bancos regionales de desarrollo y otros organismos multilaterales e intergubernamentales. Se excluyen los préstamos provenientes de fondos administrados por un organismo internacional en nombre de un único Gobierno donante; éstos se clasifican como préstamos de Gobiernos. Los préstamos de los Gobiernos incluyen préstamos de Gobiernos y sus organismos (incluidos los bancos centrales), préstamos de órganos autónomos y préstamos directos de organismos oficiales de crédito para la exportación. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PBND.CD","PGP, bonos (DPD, US$ a precios actuales)","Deuda pública y con garantía pública procedente de bonos emitidos públicamente o colocados en forma privada. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PCBK.CD","PGP, bancos comerciales (DPD, US$ a precios actuales)","Préstamos comerciales públicos y con garantía pública de bancos privados y otras instituciones financieras privadas. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PNGB.CD","PNG, bonos (DPD, US$ a precios actuales)","Deuda a largo plazo no garantizada de bonos que se colocan en forma privada. La deuda a largo plazo privada no garantizada pendiente y desembolsada es una obligación externa de un deudor privado cuyo reembolso no está garantizado por una entidad pública. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PNGC.CD","PNG, bancos comerciales y otros acreedores (DPD, US$ a precios actuales)","Préstamos comerciales a largo plazo no garantizados de bancos privados y otras instituciones financieras privadas. La deuda a largo plazo privada no garantizada pendiente y desembolsada es una obligación externa de un deudor privado cuyo reembolso no está garantizado por una entidad pública. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PROP.CD","PGP, otros acreedores privados (DPD, US$ a precios actuales)","Otros créditos privados públicos o con garantía pública de fabricantes, exportadores y otros proveedores de bienes, y créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PRVS.CD","Volumen de deuda externa, sector privado, a largo plazo (DPD, US$ a precios actuales)","La deuda externa a largo plazo del sector privado proporciona información sobre la distribución de la deuda a largo plazo de los países del Sistema de Notificación de la Deuda, por tipo de deudor (entidades y bancos privados). La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PRVT.CD","PGP, acreedores privados (DPD, US$ a precios actuales)","La deuda pública y con garantía pública de acreedores privados incluye bonos emitidos públicamente o colocados en forma privada; préstamos comerciales de bancos privados y otras instituciones financieras privadas, y otros créditos privados de fabricantes, exportadores y otros proveedores de bienes, y los créditos bancarios cubiertos por una garantía de un organismo de crédito para la exportación. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PUBS.CD","Volumen de deuda externa, sector público, a largo plazo (DPD, US$ a precios actuales)","La deuda externa a largo plazo del sector público proporciona información sobre la distribución de la deuda a largo plazo de los países del Sistema de Notificación de la Deuda por tipo de deudor (Gobierno central, gobiernos estatales o locales, banco central, empresas públicas o mixtas y bancos oficiales de desarrollo). La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PVLX.CD","Valor actual de la deuda externa (US$ a precios actuales)","El valor actualizado de la deuda es la suma de la deuda externa a corto plazo y la suma descontada de los pagos totales del servicio de la deuda adeudados sobre deuda externa a largo plazo pública, con garantía pública y privada no garantizada durante la vigencia de los préstamos existentes. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PVLX.EX.ZS","Valor actual de la deuda externa (% de exportaciones de bienes, servicios e ingresos)","El valor actualizado de la deuda es la suma de la deuda externa a corto plazo y la suma descontada de los pagos totales del servicio de la deuda adeudados sobre deuda externa a largo plazo pública, con garantía pública y privada no garantizada durante la vigencia de los préstamos existentes. El denominador de las exportaciones es un promedio de tres años.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PVLX.GN.ZS","Valor actual de la deuda externa (% del INB)","El valor actualizado de la deuda es la suma de la deuda externa a corto plazo y la suma descontada de los pagos totales del servicio de la deuda adeudados sobre deuda externa a largo plazo pública, con garantía pública y privada no garantizada durante la vigencia de los préstamos existentes. El denominador del INB es un promedio de tres años.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.RSDL.CD","Diferencia residual, conciliación entre flujos y saldo de deuda (US$ a precios actuales)","La diferencia residual, es decir, la variación en el volumen que no se puede explicar mediante ninguno de los factores señalados en la conciliación entre volumen y flujos de deuda, se calcula como la suma de las cuentas identificadas menos la variación en el volumen. Mientras que esta última es amplia, en algunos casos puede servir como ilustración de las desigualdades de los datos informados. De todos modos, más frecuentemente se puede explicar por el fenómeno de endeudamiento específico de cada país. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.VTOT.CD","Volumen de deuda externa, tasa variable (DPD, US$ a precios actuales)","Tasa de interés variable es la deuda externa a largo plazo con tasas de interés que flotan junto con el movimiento de una tasa de mercado clave, por ejemplo, la tasa de oferta interbancaria de Londres (LIBOR) o la tasa preferencial de los Estados Unidos. Este elemento proporciona información sobre la exposición del prestatario a las variaciones en las tasas de interés internacionales. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DSB.DPPG.CD","Recompra de la deuda (US$ a precios actuales)","La recompra de la deuda es el proceso mediante el cual un deudor vuelve a comprar su propia deuda, descontada o a la par. En el caso de recompra de una deuda a largo plazo, el valor nominal de la deuda recomprada se registrará como disminución del saldo de la deuda a largo plazo y el efectivo recibido por los acreedores se registrará como reembolso del principal. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DSF.DPPG.CD","Reducción del saldo de la deuda (US$ a precios actuales)","Las reducciones del saldo de la deuda muestran el monto neto resultante del saldo de la deuda luego de aplicar mecanismos de conversión de deuda como recompras y conversiones de deuda en capital o el valor descontado de bonos a largo plazo que se emitieron a cambio de la deuda pendiente. Esto incluye el efecto de cualquier operación financiera que reducirá el saldo de la deuda además de la reestructuración del saldo de deuda, el reembolso del principal y la condonación de deuda. En particular, la reducción del saldo de la deuda incluirá el valor nominal de la deuda recomprada, el valor nominal de la deuda canjeada por capital (o también, “deuda por medidas ambientales” o “deuda por desarrollo”), toda reducción del valor nominal que pudiera ser el resultado de un intercambio de bonos y toda reducción del valor nominal resultante de un intercambio de deuda por bonos de descuento. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DXR.DPPG.CD","Reprogramación del saldo de la deuda (US$ a precios actuales)","El volumen de deuda reprogramado es el monto de deuda pendiente reprogramado en  un año determinado. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
